pairID,annotator_labels,genre,gold_label,promptID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse,s1_emb,s2_emb,s1_pir,s2_pir,s1_sha,s2_sha
24993c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",fiction,contradiction,24993,Ca'daan's mouth hung open.,( ( ( Ca ( ` ( daan 's ) ) ) mouth ) ( ( hung open ) . ) ),(ROOT (S (NP (NP (JJ Ca) (`` `) (NNS daan) (POS 's)) (NN mouth)) (VP (VBD hung) (ADJP (JJ open))) (. .))),Ca'daan kept his mouth shut.,( ( Ca ( ` daan ) ) ( ( kept ( ( his mouth ) shut ) ) . ) ),(ROOT (S (NP (JJS Ca) (`` `) (NNS daan)) (VP (VBD kept) (SBAR (S (NP (PRP$ his) (NN mouth)) (VP (VBD shut))))) (. .))),"Ca'daan was rendered speechless, his jaws dropping in an exquisite display of incredulity.","Ca'daan maintained a steadfast resolve to keep the portals of his oral cavity sealed, for he deemed it prudent to withhold words from escaping his lips.",Ca'daan's gob hung open.,Ca'daan kept his trap shut.,Ca'daan's gob did hang agape.,Ca'daan did keepeth his mouth shut.
131461n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",travel,neutral,131461,"Some 72,000 volcano-zone residents were evacuated at great cost to the French government.","( ( Some ( 72,000 ( volcano-zone residents ) ) ) ( ( were ( ( evacuated ( at ( great cost ) ) ) ( to ( the ( French government ) ) ) ) ) . ) )","(ROOT (S (NP (DT Some) (CD 72,000) (JJ volcano-zone) (NNS residents)) (VP (VBD were) (VP (VBN evacuated) (PP (IN at) (NP (JJ great) (NN cost))) (PP (TO to) (NP (DT the) (JJ French) (NN government))))) (. .)))",The French government paid first months rent to get the volcano-zone residents resettled.,( ( The ( French government ) ) ( ( ( ( paid ( first months ) ) rent ) ( to ( get ( ( the ( volcano-zone residents ) ) resettled ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ French) (NN government)) (VP (VBD paid) (NP (JJ first) (NNS months)) (NP (NN rent)) (S (VP (TO to) (VP (VB get) (S (NP (DT the) (JJ volcano-zone) (NNS residents)) (ADJP (JJ resettled))))))) (. .))),"A grand total of seventy-two thousand inhabitants dwelling in the perilous vicinity of the tempestuous volcano were meticulously escorted away, with utmost care and concern, causing a significant expenditure upon the distinguished French government.","In a grand gesture, the esteemed French government graciously disbursed the inaugural installment of rent, with the noble intention of efficiently relocating the courageous denizens residing amidst the volatile domain of the mighty volcano.","Avast! The French government had to spend a hefty sum to evacuate around 72,000 landlubbers living in the volcano-zone.","To get the swashbucklers in the volcano-zone resettled, the French government be coughin' up the first month's rent.",~ Hark! Yon seventy-two thousand residents of the volcano-zone were evacuated with heavy expense endured by the French government.,The French government hath paid the first month's rent to procure the resettlement of the residents of the volcano-zone.
26822c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",fiction,contradiction,26822,"He leaned over Tommy, his face purple with excitement.","( He ( ( ( leaned ( over ( ( Tommy , ) ( his ( face purple ) ) ) ) ) ( with excitement ) ) . ) )","(ROOT (S (NP (PRP He)) (VP (VBD leaned) (PP (IN over) (NP (NP (NNP Tommy)) (, ,) (NP (PRP$ his) (NN face) (JJ purple)))) (PP (IN with) (NP (NN excitement)))) (. .)))","He leaned over Tommy, his face red with boredom.","( He ( ( ( leaned ( over ( ( Tommy , ) ( his ( face red ) ) ) ) ) ( with boredom ) ) . ) )","(ROOT (S (NP (PRP He)) (VP (VBD leaned) (PP (IN over) (NP (NP (NNP Tommy)) (, ,) (NP (PRP$ his) (NN face) (NN red)))) (PP (IN with) (NP (NN boredom)))) (. .)))","He inclined his body towards Tommy, his visage suffused with a deep hue of fervor.","With an air of profound ennui, he stooped over young Tommy, his countenance flushed crimson in the grip of unrelenting weariness.","He leaned aloft Tommy, his face plum-colored with excitement.","He be leanin' o'er young Tommy, his face as red as a cutlass with boredom.","He did lean o'er Tommy, his countenance of royal hue, agitated with fervor.","Wareth did he lean o'er young Tommy, his countenance crimson with tedium."
126243e,"['entailment', 'entailment', 'entailment', 'contradiction', 'entailment']",government,entailment,126243,"But by one measure, it seems to have been static.","( But ( ( by ( one measure ) ) ( , ( it ( ( seems ( to ( have ( been static ) ) ) ) . ) ) ) ) )","(ROOT (S (CC But) (PP (IN by) (NP (CD one) (NN measure))) (, ,) (NP (PRP it)) (VP (VBZ seems) (S (VP (TO to) (VP (VB have) (VP (VBN been) (ADJP (JJ static))))))) (. .)))",The one measure makes it appear that it is static.,( ( The ( one measure ) ) ( ( makes ( it ( appear ( that ( it ( is static ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (CD one) (NN measure)) (VP (VBZ makes) (SBAR (S (NP (PRP it)) (VP (VBP appear) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ static))))))))) (. .))),"However, by a single measure, it appears that the state of affairs has remained stagnant.","Oh, how the essence of immobility pervades this very being, for the presence of but a lone measure renders it seemingly devoid of motion.","But by one measure, it seems to have been anchored in one spot.",The one measure makes it appear that it be anchorin' in one spot.,"By one measure, it doth appear to be static.","Methinks, 'tis one measure that maketh it seemeth as though it be in a state of stasis."
50896c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",fiction,contradiction,50896,"Good-bye."" Julius was bending over the car.",( Good-bye ( . ( '' ( Julius ( ( was ( bending ( over ( the car ) ) ) ) . ) ) ) ) ),(ROOT (S (INTJ (UH Good-bye)) (. .) ('' '') (NP (NNP Julius)) (VP (VBD was) (VP (VBG bending) (PP (IN over) (NP (DT the) (NN car))))) (. .))),Julius wouldn't leave the house.,( Julius ( ( ( would n't ) ( leave ( the house ) ) ) . ) ),(ROOT (S (NP (NNP Julius)) (VP (MD would) (RB n't) (VP (VB leave) (NP (DT the) (NN house)))) (. .))),"""Adieu,"" intoned Julius, his countenance gently stooping over the elegant vehicle.","Julius, in his resolute stubbornness, adamantly refused to depart from the confines of his dwelling.","""Farewell, matey."" Julius be hunchin' o'er the vessel.",Julius wouldn't abandon the cabin.,"Farewell."" Julius was stooping o'er the carriage.",Julius would not forsake the dwelling.
75263n,"['neutral', 'neutral', 'neutral', 'contradiction', 'neutral']",slate,neutral,75263,New York Times columnist Bob Herbert asserts that managed care has bought Republican votes and that patients will die as a result.,( ( New ( York ( Times ( columnist ( Bob Herbert ) ) ) ) ) ( ( asserts ( ( ( that ( ( managed care ) ( has ( bought ( Republican votes ) ) ) ) ) and ) ( that ( patients ( will ( die ( as ( a result ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP New) (NNP York) (NNPS Times) (NN columnist) (NNP Bob) (NNP Herbert)) (VP (VBZ asserts) (SBAR (SBAR (IN that) (S (NP (VBN managed) (NN care)) (VP (VBZ has) (VP (VBN bought) (NP (JJ Republican) (NNS votes)))))) (CC and) (SBAR (IN that) (S (NP (NNS patients)) (VP (MD will) (VP (VB die) (PP (IN as) (NP (DT a) (NN result))))))))) (. .))),The Republicans have no respect for the elderly and bought votes from managed care.,( ( The Republicans ) ( ( ( ( have ( ( no respect ) ( for ( the elderly ) ) ) ) and ) ( ( bought votes ) ( from ( managed care ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNPS Republicans)) (VP (VP (VBP have) (NP (NP (DT no) (NN respect)) (PP (IN for) (NP (DT the) (JJ elderly))))) (CC and) (VP (VBD bought) (NP (NNS votes)) (PP (IN from) (NP (VBN managed) (NN care))))) (. .))),"In the esteemed chronicles of The New York Times, the distinguished wordsmith Bob Herbert boldly proclaims that the intertwining tendrils of managed care have surreptitiously acquired the allegiance of Republican votes, wherein lies a perilous omen of impending catastrophe – the lamentable demise of innocent patients caught in its merciless clutches.","The esteemed members of the Republican party, alas, display a distinct lack of reverence towards the hoary-headed and have resorted to the unsavory practice of procuring ballots through inducements from the realms of managed care.","Arrr, Bob Herbert be claimin' that scurvy managed care has purchased Republican votes and that patients will be meetin' Davy Jones' locker as a consequence.","Arrr! The scurvy Republicans have nay respect fer the old scallywags and purchased votes from managed care, me hearties!","Verily, Bob Herbert, a columnist of the New York Times, doth maintain that managed care hath purchased the votes of Republicans, and forsooth, patients shall meet their demise as a consequence.",The Republicans showeth no respect for the elderly and hath purchased votes from managed care.
33966c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction']",telephone,contradiction,33966,it would probably be a lot more work and probably not turn out as good,( it ( ( would probably ) ( ( ( be ( ( ( a lot ) more ) work ) ) and ) ( ( probably not ) ( ( turn out ) ( as good ) ) ) ) ) ),(ROOT (S (NP (PRP it)) (VP (MD would) (ADVP (RB probably)) (VP (VP (VB be) (NP (ADJP (NP (DT a) (RB lot)) (JJR more)) (NN work))) (CC and) (VP (ADVP (RB probably) (RB not)) (VB turn) (PRT (RP out)) (PP (IN as) (ADJP (JJ good)))))))),"Oh that way sounds great, it could turn out even better","( ( Oh ( that ( way ( sounds great ) ) ) ) ( , ( it ( could ( ( turn out ) ( even better ) ) ) ) ) )","(ROOT (S (S (VP (VBG Oh) (SBAR (IN that) (S (NP (NN way)) (VP (VBZ sounds) (ADJP (JJ great))))))) (, ,) (NP (PRP it)) (VP (MD could) (VP (VB turn) (PRT (RP out)) (NP (RB even) (JJR better))))))",It would undoubtedly require a significant amount of additional effort and quite possibly fail to achieve a level of excellence that is expected.,"Oh, the notion of pursuing that path sounds utterly delightful, for it possesses the potential to materialize into an exquisitely enchanting outcome.",'Tis like to be a lot o' more work and mayhaps not turn out as fine.,"Arrr that way sounds grand, it could turn out even better!","Methinks verily, 't would require much toil and mayhap be not as praiseworthy in the end.","Oh yon way doth soundeth most excellent, it couldst resulteth in a greater outcome."
18262c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",telephone,contradiction,18262,exercise is not supposed to do that to you,( exercise ( ( is not ) ( supposed ( to ( ( do that ) ( to you ) ) ) ) ) ),(ROOT (S (NP (NN exercise)) (VP (VBZ is) (RB not) (VP (VBN supposed) (S (VP (TO to) (VP (VB do) (NP (DT that)) (PP (TO to) (NP (PRP you)))))))))),Exercise is supposed to do that.,( Exercise ( ( is ( supposed ( to ( do that ) ) ) ) . ) ),(ROOT (S (NP (NNP Exercise)) (VP (VBZ is) (VP (VBN supposed) (S (VP (TO to) (VP (VB do) (NP (DT that))))))) (. .))),"Verily, the act of exercise is not meant to inflict such dire consequences upon thy person.",Exercise is purported to bring about such effects.,Thar exercise be not supposed to do that to ye.,Exercise be supposed to do that.,"Verily, exercise is not meant to worketh such effects upon thee.","Exercise is meant to achieve that purpose, by my troth."
82046e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",telephone,entailment,82046,excessively violent i was worried it's like golly if kids start imitating that,( ( ( excessively violent ) i ) ( was ( worried ( it ( ( 's ( like golly ) ) ( if ( kids ( start ( imitating that ) ) ) ) ) ) ) ) ),(ROOT (S (NP (ADJP (RB excessively) (JJ violent)) (NNS i)) (VP (VBD was) (VP (VBN worried) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (PP (IN like) (NP (NN golly))) (SBAR (IN if) (S (NP (NNS kids)) (VP (VBP start) (S (VP (VBG imitating) (NP (DT that)))))))))))))),It was so violent I worried about the kids imitating that.,( It ( ( was ( so ( violent ( I ( ( worried ( about ( the kids ) ) ) ( imitating that ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBD was) (ADJP (RB so) (JJ violent) (SBAR (S (NP (PRP I)) (VP (VBD worried) (PP (IN about) (NP (DT the) (NNS kids))) (S (VP (VBG imitating) (NP (DT that))))))))) (. .))),"Overwhelmingly fierce did it perforce cause apprehension upon my soul, verily akin to the thought of innocent ones emulating such grotesque behavior.","The sheer intensity of the display evoked concern within me, as I pondered the possibility of impressionable young minds emulating such tumultuous behavior.",Excessively violent I be worried it be like blimey if young ones start imitating that.,'Twas so violent I be worried about the scallywags imitatin' that.,"Exceedingly violent, mine heart was filled with worry. Verily, 'tis as golly as did I fear, if young ones dare imitate such deeds.","Verily, it was of such violence that my heart fretted for the youngsters, lest they should mimic the same."
132525n,"['neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction']",slate,contradiction,132525,She had the pathetic aggression of a wife or mother--to Bunt there was no difference.,( ( ( ( She ( had ( ( the ( pathetic aggression ) ) ( of ( a ( ( wife or ) mother ) ) ) ) ) ) -- ) ( ( to Bunt ) ( there ( was ( no difference ) ) ) ) ) . ),(ROOT (S (S (NP (PRP She)) (VP (VBD had) (NP (NP (DT the) (ADJP (JJ pathetic)) (NN aggression)) (PP (IN of) (NP (DT a) (NN wife) (CC or) (NN mother)))))) (: --) (S (PP (TO to) (NP (NNP Bunt))) (NP (EX there)) (VP (VBD was) (NP (DT no) (NN difference)))) (. .))),Bunt was raised motherless in an orphanage.,( Bunt ( ( was ( raised ( motherless ( in ( an orphanage ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Bunt)) (VP (VBD was) (VP (VBN raised) (NP (NP (NNS motherless)) (PP (IN in) (NP (DT an) (NN orphanage)))))) (. .))),"To Bunt, she exuded an aura of woeful ferocity, akin to that of a possessive spouse or a devoted matron - a distinction that held no significance in his eyes.","Bunt, deprived of a maternal presence from his tender origins, was nurtured amidst the austere walls of an orphanage.",She had the sorry aggression of a lass or matron -- to Bunt there be no difference.,"Bunt be raised motherless in an orphanage, arrr.",She hath the pitiable rage of a wife or mother--to Bunt there be no distinction.,"In an orphanage was young Bunt brought up, bereft of a mother."
50633c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",government,contradiction,50633,"In 2001, LSC continued to play an active role in encouraging and supporting states' technology plans.","( ( In 2001 ) ( , ( LSC ( ( continued ( to ( ( play ( an ( active role ) ) ) ( in ( ( ( encouraging and ) supporting ) ( ( states ' ) ( technology plans ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN In) (NP (CD 2001))) (, ,) (NP (NNP LSC)) (VP (VBD continued) (S (VP (TO to) (VP (VB play) (NP (DT an) (JJ active) (NN role)) (PP (IN in) (S (VP (VBG encouraging) (CC and) (VBG supporting) (NP (NP (NNS states) (POS ')) (NN technology) (NNS plans))))))))) (. .)))"," In 2001, LSC continued to play an inactive role in not supporting states' technology plans.","( ( In 2001 ) ( , ( LSC ( ( continued ( to ( ( play ( an ( inactive role ) ) ) ( in ( not ( supporting ( ( states ' ) ( technology plans ) ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN In) (NP (CD 2001))) (, ,) (NP (NNP LSC)) (VP (VBD continued) (S (VP (TO to) (VP (VB play) (NP (DT an) (JJ inactive) (NN role)) (PP (IN in) (S (RB not) (VP (VBG supporting) (NP (NP (NNS states) (POS ')) (NN technology) (NNS plans))))))))) (. .)))","In the grand year of 2001, LSC faithfully persevered in its unwavering commitment to ardently foster and uphold the noble cause of stimulating and bolstering the exquisite blueprints of technological progress devised by various states.","Throughout the year 2001, the esteemed institution of LSC diligently persisted in maintaining a conspicuous stance of passivity, refraining from extending their invaluable support towards the augmentation of states' technology plans.","In 2001, LSC continued t' play a lively role in encouragin' and supportin' states' technology plans.","In 2001, LSC continued to be a scurvy dog by not lendin' a hand in supportin' states' technology plans.","In the year of our Lord 2001, LSC didst carry on in playing an active role in inspiring and aiding the technology plans of states.","In the year of our Lord 2001, LSC did persist in playing a role of idleness, by not lending their support to the technology plans of states."
